UserID,Age,Gender,Country,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
1afae40f-9b90-4710-a024-13d1d2b4266e,32.0,Male,France,Android,Action RPG,12,14.9,Minnow,19.04,17.0,Debit Card,2025-05-22
2868c7dc-a4bc-4143-8256-334e29ec7458,54.0,Female,USA,Android,Sandbox,13,21.86,Minnow,,,,
8b27e55c-6841-4e55-ad1d-a953319e7839,34.0,Female,,Android,Card,11,17.72,Minnow,9.63,26.0,Google Pay,2025-04-27
51632073-5433-48ef-a95f-a519029bb068,30.0,Female,UK,Android,Casual,10,17.36,Minnow,1.52,1.0,Gift Card,2025-07-29
caddf020-37f9-42c6-b9d3-cf256901e2a9,31.0,Female,Netherlands,Android,Adventure,15,21.2,Minnow,12.55,28.0,Gift Card,2025-06-05
3d303a23-7484-45ec-ac02-e7e533b6b1f3,43.0,Male,Canada,iOS,Simulation,9,33.73,Minnow,16.97,12.0,Paypal,2025-02-27
c6301a66-20d3-4bd7-9ba5-664de4f1814b,49.0,Male,South Korea,iOS,Card,11,26.68,Minnow,10.93,24.0,Apple Pay,2025-03-16
9df52d99-a9d8-45d4-804d-d0288f9c88f2,54.0,Male,Norway,Android,Sports,9,23.08,Minnow,13.62,7.0,Credit Card,2025-01-15
078c53b3-d2f8-4587-a779-d66661ed6351,38.0,Male,Norway,iOS,Adventure,9,17.67,Minnow,5.88,19.0,Credit Card,2025-08-12
609ec77e-7c64-4486-a77d-da39f5e21576,17.0,Male,Saudi Arabia,Android,Sandbox,8,29.44,Dolphin,276.54,11.0,Credit Card,2025-01-28
b6208d5f-f05f-4b64-a9be-f0e3262c3952,19.0,Female,,Android,MMORPG,12,19.36,Minnow,18.17,18.0,Google Pay,2025-05-03
cb88b1cf-7ccc-4c4f-98b6-d6906c1bbb20,38.0,Male,Mexico,iOS,Role Playing,7,15.38,Minnow,11.4,19.0,Carrier Billing,2025-07-11
05ef5257-cb10-41a7-93be-616389d660f2,34.0,Male,Australia,iOS,Puzzle,14,14.21,Minnow,4.94,13.0,Gift Card,2025-06-04
daa87ce2-9524-437b-96f5-d862e44ba2a6,20.0,Female,Egypt,iOS,Adventure,12,13.56,Minnow,,,,
2059ae35-b1ea-4c2a-bbce-b89233c30938,32.0,Female,India,Android,Sports,11,6.96,Minnow,0.52,3.0,Debit Card,2025-04-10
11826044-01a7-4201-af8a-5a93cc6a9b38,16.0,Female,Spain,Android,Role Playing,7,23.56,Minnow,7.27,17.0,Gift Card,2025-05-28
69f06b32-f62f-4cf8-b5f2-c33c16ec646c,36.0,Male,UK,Android,Action RPG,3,18.42,Minnow,11.75,2.0,Apple Pay,2025-04-22
533679ef-f6a5-450d-858b-92a7a2e10de4,48.0,Female,France,Android,Racing,13,31.13,Minnow,12.61,22.0,Paypal,2025-08-09
5e12bef2-00c7-4634-b3b2-b0926e9cb9fc,35.0,Male,Brazil,Android,Fighting,12,21.19,Dolphin,337.3,5.0,Gift Card,2025-04-30
f60f1c9a-d523-4648-a09c-7928e79fb2be,50.0,Male,UK,iOS,Strategy,9,23.2,Minnow,17.37,3.0,Debit Card,2025-03-06
9c3598c6-6cd4-4da2-81ed-a8053987aa80,33.0,Female,Japan,Android,Fighting,12,26.08,Minnow,,,,
e29badd2-8522-4287-bd03-a80fe9b71548,44.0,Female,Canada,iOS,Simulation,13,14.46,Minnow,17.18,14.0,Credit Card,2025-06-01
2f9b59a8-8fa4-48cf-abec-3f3dd76aaf86,36.0,Female,Switzerland,iOS,Casual,7,20.17,Minnow,16.9,5.0,Paypal,2025-03-23
536b79a9-29ac-4636-ae84-f4caff4b4ba0,29.0,Male,USA,Android,Action RPG,6,23.27,Minnow,13.01,26.0,Debit Card,2025-02-14
d7b8a563-a467-4b0a-ad49-476e778e2417,25.0,Female,Sweden,Android,Action RPG,15,20.96,Minnow,4.6,13.0,Carrier Billing,2025-06-08
3941a6e4-c925-4016-9701-99dacd2b8c81,52.0,Male,Bangladesh,iOS,Simulation,8,25.58,Minnow,18.21,2.0,Gift Card,2025-02-03
b5084cbd-e884-4626-987a-91b4d1506d0d,18.0,Male,Spain,Android,Strategy,9,26.58,Minnow,19.18,14.0,Apple Pay,2025-04-06
26cead3d-1110-410d-ab56-6e4c54c2d268,18.0,Male,Japan,Android,Simulation,9,32.83,Minnow,8.97,4.0,Carrier Billing,2025-07-10
dc8284d9-82a4-46b2-b871-50348b048411,17.0,Female,India,Android,Racing,11,28.92,Dolphin,133.39,26.0,Debit Card,2025-05-27
b5c61dc0-138d-4d49-ae4a-c4ca75787cb2,49.0,Male,Afghanistan,Android,Strategy,9,21.42,Whale,4964.45,11.0,Credit Card,2025-01-28
831776e9-a34f-4ea7-a68c-d453907cc5f2,40.0,Female,Japan,iOS,Card,13,8.23,Dolphin,429.29,28.0,Carrier Billing,2025-03-31
402ee755-ca98-477f-8c8d-a54fc4fa9c29,26.0,Male,Australia,iOS,Adventure,12,33.21,Minnow,19.91,21.0,Credit Card,2025-06-05
b8515403-f053-45b6-9855-735e939cbaaa,50.0,Male,UK,Android,Simulation,4,17.31,Minnow,12.16,17.0,Apple Pay,2025-06-21
75c92497-1ce3-4fff-8390-7fd40ccdcdc0,47.0,Male,Canada,Android,Card,12,13.71,Minnow,3.44,0.0,Apple Pay,2025-03-04
f995f3e3-ffc4-4eed-abd3-c23ca495f86a,44.0,Male,Norway,iOS,Sandbox,8,12.87,Minnow,1.59,28.0,Credit Card,2025-07-09
4b416d1d-bd9e-4bfc-b4c9-0597a983fffd,13.0,Male,Australia,iOS,Action RPG,14,22.34,Minnow,15.76,14.0,Apple Pay,2025-06-27
bb33b2f4-a9f7-49f0-893a-1e37582656d8,33.0,Male,Saudi Arabia,Android,Racing,11,12.12,Minnow,4.9,29.0,Debit Card,2025-03-30
6dcd7ef4-f90d-4745-b0d7-514c8d318ee6,24.0,Female,Bangladesh,iOS,Sports,6,18.87,Minnow,17.6,8.0,Google Pay,2025-04-02
c89433ee-4f4f-42f3-98e6-8ffa5c82a199,29.0,Female,Denmark,Android,Sandbox,16,14.39,Minnow,11.38,23.0,Google Pay,2025-07-04
a6164e91-512e-4fb3-9fd7-e1b81ab01306,52.0,Male,Turkey,Android,Battle Royale,10,24.81,Minnow,0.73,2.0,Google Pay,2025-07-03
bbe10e54-9d0f-4ded-b144-9540adaa29ae,38.0,Female,Egypt,iOS,MMORPG,13,17.4,Dolphin,180.67,23.0,Apple Pay,2025-05-15
f3b619e3-454a-4afa-8727-eb260a7cf161,26.0,Male,Afghanistan,Android,Puzzle,11,30.63,Minnow,7.62,2.0,Google Pay,2025-07-26
a8eb7f0a-2b5b-4e33-b735-bdbcd167e6c9,50.0,Female,Russia,iOS,MMORPG,16,10.29,Minnow,14.15,2.0,Apple Pay,2025-06-09
491dd37f-368b-4170-a53e-bb50bd2cf501,42.0,Female,France,Android,Racing,6,26.73,Minnow,17.1,25.0,Google Pay,2025-02-25
a2cff92e-52de-4e63-8318-4dfb42c4a445,20.0,Male,Australia,Android,MOBA,9,22.2,Dolphin,171.0,7.0,Credit Card,2025-04-06
5de124a0-1cb3-4486-87cb-9699cda32a6c,19.0,Male,Brazil,Android,Strategy,4,9.55,Minnow,7.57,24.0,Carrier Billing,2025-07-25
8bfa625a-9651-4818-a1a2-e1cc6985f12c,31.0,Female,India,iOS,Role Playing,17,8.56,Minnow,1.3,1.0,Debit Card,2025-06-08
a125ceb7-abc0-4e40-a418-2023a5c38edb,30.0,Male,USA,Android,Casual,11,16.27,Minnow,19.95,18.0,Debit Card,2025-03-02
d88da455-eacb-4fc0-b7d8-9ee22f1c0ffa,18.0,Male,Saudi Arabia,Android,Fighting,6,34.42,Minnow,,,,
47b6299d-8f0e-4cb3-8275-f8bc157318c8,21.0,Male,Canada,Android,Card,12,25.93,Minnow,10.68,2.0,Debit Card,2025-07-01
9e57ae3d-1a32-4913-b522-8b576f672731,37.0,Other,Mexico,iOS,Racing,9,31.6,Minnow,2.07,25.0,Google Pay,2025-08-10
55b14ef0-9383-48b5-9e88-b5814331b23d,,Female,UK,iOS,Puzzle,12,24.44,Minnow,,,,
3e38f13d-0869-44c3-aec1-f204f7a370ef,33.0,Male,Turkey,Android,Battle Royale,11,11.48,Minnow,17.44,12.0,Debit Card,2025-01-04
5f20a679-6f98-4bbd-b463-819edc54b2b9,28.0,Male,Netherlands,Android,,9,14.12,Dolphin,321.93,0.0,Debit Card,2025-07-14
523abcfa-4d38-4a89-b5f5-ce5e4f215fcf,,Male,Bangladesh,iOS,MMORPG,9,15.1,Minnow,9.37,11.0,Credit Card,2025-08-09
bb8e3213-005c-4565-81a3-27fdbf103c57,39.0,Male,Japan,Android,MOBA,14,17.34,Minnow,1.24,8.0,Debit Card,2025-07-13
d5913936-3c9e-4b38-96ed-6d151d5f3e95,51.0,Male,Switzerland,iOS,MMORPG,11,10.41,Minnow,7.13,27.0,Gift Card,2025-02-15
6c2a5488-7147-4d3b-b05d-73991b8c8730,51.0,Male,Turkey,Android,Sports,12,9.58,Whale,2115.84,15.0,Paypal,2025-07-05
cd5a9e40-7add-48fb-8adf-99796d5072fb,50.0,Male,Denmark,iOS,Puzzle,9,15.95,Dolphin,147.28,29.0,Apple Pay,2025-03-15
f8f073c4-5291-4675-a58f-d178815d0d96,22.0,Male,Egypt,Android,Card,6,18.41,Minnow,9.4,14.0,Google Pay,2025-02-18
713e8104-54bd-470c-a778-3fbc4a9290a0,24.0,Male,Spain,Android,Role Playing,12,8.75,Minnow,13.22,7.0,Credit Card,2025-04-21
e679e2e0-b0b0-4522-96d0-504f0e7cbf06,25.0,Female,Germany,Android,Puzzle,10,29.58,Minnow,5.67,8.0,Debit Card,2025-07-16
80c3199d-e975-4ccd-85ef-13c59aa1f805,28.0,Male,Turkey,iOS,Fighting,7,26.81,Minnow,5.59,4.0,Credit Card,2025-07-08
9d7e9a20-197d-4104-9886-808d8b9afe03,23.0,Female,Switzerland,Android,Sports,8,34.86,Minnow,12.58,25.0,Credit Card,2025-01-09
a6eccba4-c776-4d6d-97b0-facfb3198010,39.0,Female,Iran,Android,Action RPG,12,12.04,Minnow,11.66,20.0,Debit Card,2025-01-10
e02f17d6-dec7-440c-ad82-3c5b78120050,20.0,Female,India,iOS,Adventure,12,27.15,Minnow,19.56,26.0,Gift Card,2025-03-16
96719446-f2bc-47cf-83e5-3f74da1ea9e4,36.0,Male,UK,Android,MOBA,11,27.16,Minnow,11.14,27.0,Credit Card,2025-04-19
f5bcac4c-23dc-41aa-86f8-6a7e62262f89,28.0,Female,South Korea,Android,Battle Royale,6,21.63,Minnow,2.9,26.0,Paypal,2025-03-21
ba8e2c67-c8d7-4eea-9140-de8b5a8c7408,53.0,Male,Iran,iOS,Sandbox,17,15.09,Minnow,16.22,2.0,Apple Pay,2025-05-28
24cbe32b-e245-4402-a633-a4bb912b6c53,26.0,Female,Iran,Android,Battle Royale,8,13.3,Minnow,14.73,25.0,Google Pay,2025-07-12
7274e19d-b3cc-4e0c-9260-4fd47a7355f0,17.0,Female,Italy,Android,Action RPG,12,27.07,Minnow,10.27,20.0,Credit Card,2025-05-12
f0606a81-b49e-42ec-8439-5a2c8537ba31,13.0,Male,Netherlands,Android,MOBA,7,10.12,Dolphin,60.34,20.0,Gift Card,2025-06-14
1a1197fb-e7c7-498f-8f62-740898e0ad28,38.0,Male,Bangladesh,iOS,Racing,6,25.83,Minnow,13.11,17.0,Google Pay,2025-06-15
36fffb0c-b111-40a3-9d01-b960914e05c3,49.0,Male,China,Android,Simulation,18,11.26,Minnow,6.77,10.0,Paypal,2025-07-11
2712e660-4d07-4b97-ae2f-f260de26762f,49.0,Male,Netherlands,Android,Sandbox,8,22.75,Minnow,12.28,27.0,Gift Card,2025-06-24
5f40e5c4-5bdf-49cd-a1c5-0db095391e26,29.0,Female,,Android,Fighting,8,29.78,Minnow,12.59,1.0,Credit Card,2025-04-04
a1569884-f0ba-4715-9625-79bd34e31a29,33.0,Male,Saudi Arabia,Android,Sports,7,21.41,Minnow,7.33,19.0,Apple Pay,2025-01-13
1bd97852-263c-43ed-afbd-515619bb6713,27.0,Male,Spain,iOS,Casual,8,20.36,Minnow,15.85,12.0,Google Pay,2025-08-09
44f04607-d70e-43e7-9946-cfccd2c506ff,26.0,Male,Spain,Android,Action RPG,8,28.72,Minnow,19.13,0.0,Gift Card,2025-01-26
6a3e7755-15d2-4261-b6b9-2040975ba87c,24.0,Female,UK,iOS,Role Playing,9,30.91,Minnow,4.91,19.0,Apple Pay,2025-01-19
765f67bd-0006-4e9a-b3b1-d017e9e42fa3,22.0,Female,Brazil,iOS,Card,13,16.29,Dolphin,312.71,2.0,Google Pay,2025-07-15
65c9070d-a1dc-46a1-8041-f1ff52f0b476,44.0,Female,South Korea,iOS,MOBA,7,17.22,Minnow,15.49,2.0,Carrier Billing,2025-04-18
63c439e3-2274-4107-9dc5-e93cd5325423,24.0,Female,Australia,Android,Simulation,12,28.59,Minnow,10.65,22.0,Carrier Billing,2025-02-23
ea67c7b3-f672-4d1f-a87c-b6ad687805d7,52.0,Male,Mexico,iOS,MOBA,13,12.44,Minnow,,,,
8840c167-29ab-4573-ba75-be52c1b9e508,20.0,Male,Afghanistan,Android,Fighting,10,17.25,Minnow,13.65,30.0,Debit Card,2025-08-07
e9eadb83-df6f-4f35-a218-b11768a69681,40.0,Male,Norway,iOS,Battle Royale,15,29.0,Whale,3256.73,28.0,Google Pay,2025-03-26
1d725650-a2de-4bde-b2c1-0a2116831067,19.0,Male,China,iOS,Casual,10,13.37,Minnow,0.31,21.0,Apple Pay,2025-06-13
d4cb7f92-952d-4528-b4bb-96d4a9bd038a,37.0,Male,Italy,,Strategy,9,8.16,Minnow,,,,
bdac696e-6890-437b-97cc-6979587048bd,36.0,Male,Egypt,Android,MMORPG,6,8.03,Dolphin,479.61,15.0,Debit Card,2025-08-13
3e5c7e39-a2e3-4e94-a2fb-210453694387,51.0,Male,Germany,iOS,Sandbox,6,6.48,Minnow,12.48,19.0,Apple Pay,2025-06-21
8bbdc323-6d6a-47f7-9ef9-0ed2d2d6cb0a,26.0,Female,Italy,Android,Adventure,16,18.02,Minnow,19.06,24.0,Credit Card,2025-04-30
a6fa3862-4789-466e-8f29-f08d754e9e8c,34.0,Male,Spain,Android,Puzzle,11,23.75,Minnow,9.64,4.0,Carrier Billing,2025-02-28
1f582143-b515-493b-86c9-8a36fedffabe,25.0,Female,USA,Android,Puzzle,9,22.35,Minnow,,,,
40462d77-d324-497b-80f8-f94c9bcfb5ef,27.0,Male,Bangladesh,iOS,Simulation,7,24.89,Dolphin,237.35,25.0,Google Pay,2025-07-25
f952dd17-61b1-4f47-a01f-19e66d0b84dc,40.0,Female,Sweden,iOS,Fighting,10,25.38,Dolphin,,,,
b896ef32-5e12-4eed-a8a3-b144188deb8f,42.0,,China,Android,Casual,6,27.59,Minnow,1.74,24.0,Apple Pay,2025-07-25
c1833346-8b2d-4775-bdb9-de5e417013e9,50.0,Male,France,iOS,MOBA,13,13.64,Minnow,6.44,12.0,Google Pay,2025-06-07
92ef0133-13ca-4f43-bedb-bf91815bf36f,43.0,Male,Sri Lanka,Android,Battle Royale,15,20.58,Dolphin,165.58,19.0,Gift Card,2025-06-19
2da8404d-b63d-4c9c-a0f4-35aff413d004,26.0,Male,India,Android,Role Playing,7,32.16,Minnow,6.95,29.0,Gift Card,2025-04-24
b4ede4a8-eea4-4416-a89a-5a92a700a1f2,36.0,Male,India,Android,Adventure,16,9.31,Dolphin,310.59,1.0,Debit Card,2025-05-05
b23912e7-0c77-4bb1-a4c8-3c6937a6b24f,36.0,Male,India,Android,Puzzle,13,33.31,Minnow,6.01,0.0,Debit Card,2025-04-10
d6015577-c9c0-4570-af35-db924ca0bdc8,52.0,Male,Spain,iOS,Simulation,6,27.62,Minnow,5.85,20.0,Debit Card,2025-02-21
c97c7aeb-5d60-4f9c-9e55-cdce38c7e8e1,43.0,Male,Mexico,iOS,Racing,8,22.52,Minnow,,,,
ed7b7b9c-22a6-4558-8f8a-8a4556b2e093,13.0,Female,South Korea,iOS,Puzzle,12,28.12,Minnow,15.72,23.0,Debit Card,2025-07-19
f7668438-a3c8-4a02-bd33-6840b93697de,18.0,Female,Bangladesh,Android,Simulation,8,13.37,Minnow,3.29,12.0,Google Pay,2025-08-02
247a935c-a5c4-46cb-aeaf-f553682d79a9,53.0,Female,Spain,Android,Adventure,7,17.68,Minnow,8.95,14.0,Carrier Billing,2025-01-04
be14daac-e920-483b-9e35-cba65b3bfd92,46.0,Female,India,Android,MOBA,6,27.58,Minnow,9.28,22.0,Google Pay,2025-02-18
1c6b1ac6-1002-4b36-8fd5-1c10ae5b632c,23.0,Female,Mexico,iOS,MOBA,14,8.36,Minnow,13.2,9.0,Credit Card,2025-02-17
d1ff9108-e92c-44de-b5ea-c529d1783957,41.0,Male,Mexico,Android,Card,8,27.81,Dolphin,214.51,16.0,Carrier Billing,2025-04-29
b4bc9ecf-7216-4ca9-bc91-5d590ddd1a9d,14.0,Male,Canada,Android,Sandbox,11,15.93,Minnow,3.73,10.0,Debit Card,2025-06-11
ed298fb4-3ea3-4c92-a538-7fe6fe7a7bb5,18.0,Female,Iran,Android,Role Playing,9,34.04,Minnow,10.51,17.0,Debit Card,2025-05-03
5b49451a-0ed2-42c0-89f1-e5dbd4ee61da,18.0,Female,China,Android,Racing,8,12.92,Dolphin,349.69,9.0,Paypal,2025-01-08
ab59cc4b-5dbd-44f2-ae12-29f41788ceda,33.0,,USA,Android,Action RPG,11,33.76,Dolphin,160.94,12.0,Gift Card,2025-03-07
43c40cd4-b36f-45f5-b69d-1d6a8c4e152f,14.0,Female,South Korea,,MMORPG,11,24.13,Minnow,2.76,20.0,Debit Card,2025-01-15
fcede627-64f9-47f3-a2fb-06e1601eb9f3,25.0,Male,Mexico,Android,Casual,8,24.6,Minnow,6.13,9.0,Gift Card,2025-01-13
91febda3-377e-457b-9f1d-8f4970ede405,22.0,Male,Canada,iOS,Sandbox,9,30.57,Minnow,0.68,21.0,Carrier Billing,2025-01-18
0e90ac96-4cb4-4cdd-be24-dee5f09b553b,44.0,Male,China,Android,Racing,7,21.22,Minnow,9.25,24.0,Carrier Billing,2025-02-06
5ca89fdb-c686-406e-94b4-6e6002ff1f6c,52.0,Male,Denmark,Android,Adventure,6,24.36,Minnow,1.36,1.0,Paypal,2025-03-16
46defc98-35ab-4143-907b-2079fdee31ba,35.0,Female,Japan,iOS,Casual,11,11.77,Minnow,17.63,12.0,Carrier Billing,2025-01-15
1d400a74-33a2-4094-8066-674e04ce1a70,15.0,Female,Afghanistan,iOS,Role Playing,10,22.29,Minnow,14.41,0.0,Carrier Billing,2025-05-16
c703b6da-38c9-471a-b24d-d018211f9f85,13.0,Male,Australia,Android,Casual,9,17.19,Minnow,3.18,8.0,Credit Card,2025-06-10
331deea7-19c1-4927-892b-76174d56ec49,29.0,Female,Spain,iOS,Battle Royale,6,7.68,Minnow,6.5,26.0,Credit Card,2025-06-21
183a3fa8-6e20-4e1b-a691-7f7dcebe7a33,48.0,Male,Germany,iOS,Fighting,7,32.68,Minnow,6.46,29.0,Carrier Billing,2025-06-23
2a783ac4-7027-4262-b320-c9149cffc55e,32.0,Male,Turkey,Android,MOBA,10,13.16,Dolphin,274.78,23.0,Gift Card,2025-06-03
3fdb270f-8483-45fd-9ab4-db3052986187,14.0,Male,Switzerland,Android,Strategy,7,33.74,Minnow,10.74,7.0,Apple Pay,2025-02-24
d8d662bd-4aa9-4cd7-86aa-1bc17f91294c,27.0,Male,Italy,iOS,Fighting,8,22.32,Minnow,6.48,28.0,Gift Card,2025-03-19
a48782e4-26df-4f96-93cf-5e257242f1ed,20.0,Male,Brazil,Android,Sandbox,14,27.41,Minnow,12.55,16.0,Debit Card,2025-06-19
b24d9feb-ba9d-43e7-ba75-f23bdfc550b3,53.0,Male,Canada,Android,Strategy,9,23.95,Dolphin,210.83,8.0,Credit Card,2025-08-06
26eb8952-31d6-44a4-b20c-062176a5863c,22.0,Female,India,iOS,Strategy,13,22.91,Minnow,0.63,1.0,Credit Card,2025-02-14
45aec45a-b3b8-4154-a53b-38cf145fffd5,16.0,Male,India,iOS,Action RPG,13,21.45,Dolphin,109.49,1.0,Carrier Billing,2025-02-17
7c28ad05-8b95-4859-88ec-f00daaf02b99,28.0,Female,Turkey,iOS,Puzzle,11,31.93,Minnow,1.67,29.0,Credit Card,2025-01-23
2a88cfbc-0304-4d3c-beae-9a6537f9ccf4,16.0,Male,USA,Android,Sports,3,16.11,Minnow,1.88,10.0,Paypal,2025-05-31
6225ea4b-e767-4b86-98ee-ff16d5cc6553,43.0,Female,South Korea,Android,Sports,7,10.35,Minnow,14.18,0.0,Google Pay,2025-01-30
9c00ee70-d6c0-48e7-ae8c-86624d8242d4,29.0,Female,Egypt,Android,Sports,9,6.97,Minnow,15.75,13.0,Google Pay,2025-03-31
9d36db05-510d-4d8c-b7a9-4d2d9e5bb7c5,43.0,Male,India,Android,Sandbox,8,6.68,Minnow,15.24,18.0,Carrier Billing,2025-05-27
bcb6e14f-1ff4-4d64-bf00-d41fd29961ad,,Female,Brazil,Android,Strategy,7,28.03,Minnow,19.82,23.0,Paypal,2025-08-06
b99eb8c7-f6c9-4d78-95ee-c092b374e877,35.0,Male,Japan,iOS,MMORPG,10,15.45,Minnow,8.21,23.0,Apple Pay,2025-04-14
c0b33c59-121b-4ecd-8afc-b15a56f05f98,24.0,Male,Sweden,Android,MOBA,5,25.91,Minnow,12.45,13.0,Google Pay,2025-08-09
6e93617a-0fcc-4fdf-90cd-4e62f1feea2a,23.0,Male,Australia,Android,Sports,5,16.21,Minnow,15.26,18.0,Gift Card,2025-07-28
8a324a49-8484-48b1-91b2-a97c5371ab03,13.0,Male,India,Android,Fighting,11,20.89,Minnow,14.42,1.0,Debit Card,2025-04-25
608d9f0b-26ca-40ca-bef1-8028a610efd5,19.0,Male,Netherlands,Android,Sports,7,14.96,Minnow,11.13,26.0,Debit Card,2025-01-12
37af1ed6-33b9-46ee-887a-38cce6c8f89a,32.0,Female,Turkey,iOS,Sandbox,9,26.79,Minnow,15.55,27.0,Google Pay,2025-06-01
7dc3d885-47b6-4ff1-bf91-610920fefb62,30.0,,Afghanistan,Android,Adventure,13,29.37,Dolphin,267.46,21.0,Carrier Billing,2025-03-29
5f79202e-0406-491b-989e-d2449e943c4d,37.0,Male,Spain,Android,Strategy,13,8.18,Minnow,11.55,2.0,Debit Card,2025-06-23
7fe571aa-451b-4fed-b1d8-6b976985d30a,51.0,Male,UK,iOS,Adventure,6,22.29,Minnow,10.82,23.0,Paypal,2025-08-02
bc42d13e-06b4-4ac5-aa4b-4909f201829a,33.0,Male,India,Android,Casual,8,5.16,Minnow,6.22,24.0,Debit Card,2025-05-01
